Label,Resin,ResinAmount,Solvent,SolventAmount,dD,dP,dH,Initiator,Result,ResultRevised,LabId,PrepTaskId,PrepByThread,PrepStart,PrepEnd,PrepProtocolId,ImageTaskId,ImageByThread,ImageStart,ImageEnd,ImageProtocolId
R11:S17:S22-r5.00:s1.50:s3.50,R11,5.0,S17:S22,1.50:3.50,15.55,5.72,5.38,exploit,Y,1,id:3em6ZvmOAVAY,prep:dac54570cdc25355c0e5b423f901df52,thread1,2024-08-27T18:36:42.531844-04:00,2024-08-31T02:02:53-04:00,id:54n6evJzp6al,image:822e0947da2b883e8ba9b12b411a9b03,thread1,2024-09-01T02:10:24.992511-04:00,2024-09-01T22:24:54.010024-04:00,id:wqW9BPzbdBE4
R11:S10:S5-r5.00:s1.50:s3.50,R11,5.0,S5:S10,3.50:1.50,15.45,13.71,6.16,exploit,Y,0,id:kEJ9mqJMGrGX,prep:dac54570cdc25355c0e5b423f901df52,thread1,2024-08-27T18:36:42.531844-04:00,2024-08-31T02:02:53-04:00,id:54n6evJzp6al,image:822e0947da2b883e8ba9b12b411a9b03,thread1,2024-09-01T02:10:24.992511-04:00,2024-09-01T22:24:54.010024-04:00,id:wqW9BPzbdBE4
R11:S13:S21-r5.00:s3.00:s2.00,R11,5.0,S13:S21,3.00:2.00,16.56,2.04,3.8,exploit,N,0,id:wqW9BPWMVpV4,prep:471da826cebadd52ad4af274332f96dc,thread1,2024-09-07T15:56:01.024763-04:00,2024-09-08T10:26:16-04:00,id:Vrbp1jvAJ5VE,image:059d5a3acd8e52bdc7dd2608720961d6,thread1,2024-09-15T19:33:20.343963-04:00,2024-09-16T00:43:33.174338-04:00,id:P5ZnEjxzwxXR
R11:S10:S12-r5.00:s2.00:s3.00,R11,5.0,S10:S12,2.00:3.00,15.92,5.56,12.96,exploit,Y,0,id:aXRlGnR8aEax,prep:471da826cebadd52ad4af274332f96dc,thread1,2024-09-07T15:56:01.024763-04:00,2024-09-08T10:26:16-04:00,id:Vrbp1jvAJ5VE,image:059d5a3acd8e52bdc7dd2608720961d6,thread1,2024-09-15T19:33:20.343963-04:00,2024-09-16T00:43:33.174338-04:00,id:P5ZnEjxzwxXR
R11:S10:S12-r5.00:s4.00:s1.00,R11,5.0,S10:S12,4.00:1.00,15.84,4.32,8.52,exploit,Y,0,id:dORYzZRMmPme,prep:471da826cebadd52ad4af274332f96dc,thread1,2024-09-07T15:56:01.024763-04:00,2024-09-08T10:26:16-04:00,id:Vrbp1jvAJ5VE,image:059d5a3acd8e52bdc7dd2608720961d6,thread1,2024-09-15T19:33:20.343963-04:00,2024-09-16T00:43:33.174338-04:00,id:P5ZnEjxzwxXR
R11:S22:S5-r5.00:s1.00:s4.00,R11,5.0,S5:S22,4.00:1.00,15.14,14.98,5.8,exploit,Y,1,id:qdkmxzkM1nGY,prep:471da826cebadd52ad4af274332f96dc,thread1,2024-09-07T15:56:01.024763-04:00,2024-09-08T10:26:16-04:00,id:Vrbp1jvAJ5VE,image:059d5a3acd8e52bdc7dd2608720961d6,thread1,2024-09-15T19:33:20.343963-04:00,2024-09-16T00:43:33.174338-04:00,id:P5ZnEjxzwxXR
R11:S10:S22-r5.00:s3.00:s2.00,R11,5.0,S10:S22,3.00:2.00,15.28,3.38,5.62,exploit,Y,0,id:dORYzZRMmPde,prep:471da826cebadd52ad4af274332f96dc,thread1,2024-09-07T15:56:01.024763-04:00,2024-09-08T10:26:16-04:00,id:Vrbp1jvAJ5VE,image:059d5a3acd8e52bdc7dd2608720961d6,thread1,2024-09-15T19:33:20.343963-04:00,2024-09-16T00:43:33.174338-04:00,id:P5ZnEjxzwxXR
R11:S1:S22-r5.00:s3.50:s1.50,R11,5.0,S1:S22,3.50:1.50,15.55,7.17,4.95,exploit,Y,0,id:D8KAEvKr5a5l,prep:471da826cebadd52ad4af274332f96dc,thread1,2024-09-07T15:56:01.024763-04:00,2024-09-08T10:26:16-04:00,id:Vrbp1jvAJ5VE,image:059d5a3acd8e52bdc7dd2608720961d6,thread1,2024-09-15T19:33:20.343963-04:00,2024-09-16T00:43:33.174338-04:00,id:P5ZnEjxzwxXR
R11:S25-r5.00:s5.00,R11,5.0,S25,5.00,15.5,16.0,42.3,required,N,1,id:R8e1PjBRe9d7,prep:6076003204971517f6d0a0224c3b28d4,thread1,2024-11-06T14:35:32.319124-05:00,2024-11-08T17:34:03-05:00,id:9RdZXvNdm1xJ,image:a2486b8f67ead24e52d95d2c1a50ccdd,thread1,2024-11-10T04:14:31.905190-05:00,2024-11-10T05:05:44.646586-05:00,id:AEqRl9xqm05d
R11:S23-r5.00:s5.00,R11,5.0,S23,5.00,17.4,11.3,27.2,required,N,1,id:Vrbp1jvGb6VE,prep:6076003204971517f6d0a0224c3b28d4,thread1,2024-11-06T14:35:32.319124-05:00,2024-11-08T17:34:03-05:00,id:9RdZXvNdm1xJ,image:a2486b8f67ead24e52d95d2c1a50ccdd,thread1,2024-11-10T04:14:31.905190-05:00,2024-11-10T05:05:44.646586-05:00,id:AEqRl9xqm05d
R11:S18:S21-r5.00:s3.50:s1.50,R11,5.0,S18:S21,3.50:1.50,17.46,13.15,7.94,explore+,Y,0,id:XnlV5jNmlMqB,prep:6076003204971517f6d0a0224c3b28d4,thread1,2024-11-06T14:35:32.319124-05:00,2024-11-08T17:34:03-05:00,id:9RdZXvNdm1xJ,image:a2486b8f67ead24e52d95d2c1a50ccdd,thread1,2024-11-10T04:14:31.905190-05:00,2024-11-10T05:05:44.646586-05:00,id:AEqRl9xqm05d
R11:S11:S25-r5.00:s2.50:s2.50,R11,5.0,S11:S25,2.50:2.50,15.65,12.4,30.85,explore+,N,0,id:qdkmxzG0k7nM,prep:6076003204971517f6d0a0224c3b28d4,thread1,2024-11-06T14:35:32.319124-05:00,2024-11-08T17:34:03-05:00,id:9RdZXvNdm1xJ,image:a2486b8f67ead24e52d95d2c1a50ccdd,thread1,2024-11-10T04:14:31.905190-05:00,2024-11-10T05:05:44.646586-05:00,id:AEqRl9xqm05d
R11:S9:S11-r5.00:s1.50:s3.50,R11,5.0,S9:S11,1.50:3.50,16.28,10.27,16.97,explore+,Y,0,id:pZx9joOnxLN9,prep:6076003204971517f6d0a0224c3b28d4,thread1,2024-11-06T14:35:32.319124-05:00,2024-11-08T17:34:03-05:00,id:9RdZXvNdm1xJ,image:a2486b8f67ead24e52d95d2c1a50ccdd,thread1,2024-11-10T04:14:31.905190-05:00,2024-11-10T05:05:44.646586-05:00,id:AEqRl9xqm05d
R11:S1:S15-r5.00:s0.50:s4.50,R11,5.0,S1:S15,0.50:4.50,16.72,6.03,7.71,explore+,N,0,id:4pO6dMmWO0XM,prep:6076003204971517f6d0a0224c3b28d4,thread1,2024-11-06T14:35:32.319124-05:00,2024-11-08T17:34:03-05:00,id:9RdZXvNdm1xJ,image:a2486b8f67ead24e52d95d2c1a50ccdd,thread1,2024-11-10T04:14:31.905190-05:00,2024-11-10T05:05:44.646586-05:00,id:AEqRl9xqm05d
R11:S12:S16-r5.00:s0.50:s4.50,R11,5.0,S12:S16,0.50:4.50,16.9,7.25,8.13,exploit,Y,1,id:wqW9BPz4WnpR,prep:e855584e32a59c2e2f84cc78460a1abf,thread1,2024-11-19T11:57:32.236090-05:00,2024-11-21T01:31:27-05:00,id:6V0npvqqm8OV,image:15bc1bdaa9a63eea78c2ebadecace8b4,thread1,2024-11-22T02:40:46.502124-05:00,2024-11-22T03:35:02.607414-05:00,id:7X104v66dn5w
R11:S2:S16-r5.00:s2.00:s3.00,R11,5.0,S2:S16,2.00:3.00,16.16,4.38,4.26,exploit,Y,1,id:lYq9jROzqrop,prep:e855584e32a59c2e2f84cc78460a1abf,thread1,2024-11-19T11:57:32.236090-05:00,2024-11-21T01:31:27-05:00,id:6V0npvqqm8OV,image:15bc1bdaa9a63eea78c2ebadecace8b4,thread1,2024-11-22T02:40:46.502124-05:00,2024-11-22T03:35:02.607414-05:00,id:7X104v66dn5w
R11:S4:S6-r5.00:s2.50:s2.50,R11,5.0,S4:S6,2.50:2.50,17.35,15.15,13.2,exploit,Y,0,id:8qZ1VWkNZeGD,prep:e855584e32a59c2e2f84cc78460a1abf,thread1,2024-11-19T11:57:32.236090-05:00,2024-11-21T01:31:27-05:00,id:6V0npvqqm8OV,image:15bc1bdaa9a63eea78c2ebadecace8b4,thread1,2024-11-22T02:40:46.502124-05:00,2024-11-22T03:35:02.607414-05:00,id:7X104v66dn5w
R11:S8:S12-r5.00:s1.00:s4.00,R11,5.0,S8:S12,1.00:4.00,16.28,6.26,16.62,exploit,Y,1,id:J8AY5jGwAmKx,prep:e855584e32a59c2e2f84cc78460a1abf,thread1,2024-11-19T11:57:32.236090-05:00,2024-11-21T01:31:27-05:00,id:6V0npvqqm8OV,image:15bc1bdaa9a63eea78c2ebadecace8b4,thread1,2024-11-22T02:40:46.502124-05:00,2024-11-22T03:35:02.607414-05:00,id:7X104v66dn5w
R11:S11:S23-r5.00:s2.50:s2.50,R11,5.0,S11:S23,2.50:2.50,16.6,10.05,23.3,exploit,N,0,id:aXRlGn0ZRvE9,prep:e855584e32a59c2e2f84cc78460a1abf,thread1,2024-11-19T11:57:32.236090-05:00,2024-11-21T01:31:27-05:00,id:6V0npvqqm8OV,image:15bc1bdaa9a63eea78c2ebadecace8b4,thread1,2024-11-22T02:40:46.502124-05:00,2024-11-22T03:35:02.607414-05:00,id:7X104v66dn5w
R11:S6:S25-r5.00:s1.50:s3.50,R11,5.0,S6:S25,1.50:3.50,15.26,14.89,36.3,exploit,N,0,id:zGj91akRjZ5e,prep:e855584e32a59c2e2f84cc78460a1abf,thread1,2024-11-19T11:57:32.236090-05:00,2024-11-21T01:31:27-05:00,id:6V0npvqqm8OV,image:15bc1bdaa9a63eea78c2ebadecace8b4,thread1,2024-11-22T02:40:46.502124-05:00,2024-11-22T03:35:02.607414-05:00,id:7X104v66dn5w
